timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-07-05T21:25:08,FixMatch,aa89172f-495d-4e50-a14b-721fc45b5c1e,1.2541005611419678,3.6185348622596326e-07,2.885362605184262e-07,12.5,0.0,5.418930530548096,4.350790547000038e-06,0,1.8844075476679713e-06,6.235198094668009e-06,France,FRA,occitanie,,,Linux-5.19.0-45-generic-x86_64-with-glibc2.17,3.8.16,2.2.2,12,AMD Ryzen 5 5500U with Radeon Graphics,,,1.4451,43.6046,14.450481414794922,machine,N
