timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-07-05T16:48:24,FixMatch,43cec69a-8d41-48cc-8188-83c592a24698,2.9456748962402344,9.381459834096109e-08,3.184825265704068e-08,42.5,0.0,5.74852466583252,3.476352112160789e-05,0,4.700496447769827e-06,3.946401756937772e-05,Canada,CAN,quebec,,,Windows-10-10.0.19044-SP0,3.8.16,2.2.4,12,AMD Ryzen 5 PRO 4650U with Radeon Graphics,,,-71.2,46.8,15.32939910888672,machine,N,1.0
2023-07-05T16:53:17,FixMatch,6b0b5b86-c110-45d1-a80b-ef0e98fd1455,2.9605906009674072,9.42898095471367e-08,3.184831077837186e-08,42.5,0.0,5.7485246658325195,3.493960648775101e-05,0,4.724313268720456e-06,3.966391975647147e-05,Canada,CAN,quebec,,,Windows-10-10.0.19044-SP0,3.8.16,2.2.4,12,AMD Ryzen 5 PRO 4650U with Radeon Graphics,,,-71.2,46.8,15.329399108886719,machine,N,1.0
